Tweet,Label
motor vehicle accident 4900 buckner blvd en32 320095 1758 b,S
accident right lane open arlington 30 eb eastchase pky stopped traffic back cooks ln delay 7 mins dfwtraffic,S
hope fam great thanksgiving yall careful boy johny seen crazy accident yea love everyone yall even dont speak much got ta got ta make,N
accident left lane blocked bedford 183 eb bedford rd stop go traffic back hurstview delay 4 mins dfwtraffic,S
motor vehicle accident flameleaf pl clark rd du re272 120470 1738 b,S
often people meet accident end becoming important people life,N
naaah actually cut dishes grabbed food processor blade accident,N
accident right lane open arlington 30 eb eastchase pky stop go traffic back cooks ln delay 3 mins,S
maybe dentoncosheriff patrolling instead writing ticket santa display back suv might happened god bless family accident hopefully resources dentoncounty used better uses going forward,N
motor vehicle accident 2200 fordham rd en38 250381 1658 b,S
many things thankful today thankful life children family people came life accident stayed purpose happy thanksgiving everyone pictwittercomywczwu3vwn,N
god thank protecting thru accident today,N
remember getting cervix checked first pregnancy doc went way nail went glove scratched insides accident,N
central division responding 07 minor accident 500 blk ervay st beat 135 1627,S
motor vehicle accident marvin love fwy nb l b j ramp wb en40 400378 1618 b,S
central division responding 07 minor accident n fitzhugh ave capitol ave beat 143 1602,S
czechreality strip club porn anal accident backroom casting couch fantasy massage nubile priya rai bulgaria pictwittercom6heeqvofqv,N
motor vehicle accident e illinois ave alabama ave en33 330048 1558 b,S
accident blocks two left lanes dallas 75 sb lemmon stop go traffic back fitzhugh delay 2 mins dfwtraffic,S
motor vehicle accident bruton rd buckner blvd en05 050095 1548 b,S
central division responding 7xf major accident freeway 2200 blk n central expy sb beat 121 1537,S
motor vehicle accident 2200 n central expy sb en11 180031 1538 b,S
motor vehicle accident 14900 preston rd en07 070017 1528 b,S
saying thats white people shit front white people accident every time know probably think im racist,N
motor vehicle accident wadsworth dr great trinity forest way en38 380011 1508 b,S
motor vehicle accident central expy e illinois ave en24 380050 1508 b,S
soooo accident,N
im way aunts house ive already seen 2 car accidents yall please drive safe nothing worse losing loved ones holidays,N
motor vehicle accident 13800 hughes ln en20 200056 1458 b,S
accident left lane blocked irving lp 12 walton walker nb approaching grauwyler rd stop go traffic back union bower rd,S
accident right lane blocked arlington 20 eb 360 stop go traffic back new york ave delay 3 mins dfwtraffic,S
arlington major accident rollover eb ih 20 sh 360 reporting possible entrapment,S
motor vehicle accident woodall rodgers fwy eb n stemmons acrd sb en45 180013 1428 b,S
6 injured crash involving tre train tanker truck site fatal accident pictwittercom1tociyg9po,N
central division responding 07 minor accident ervay st cadiz st beat 135 1349,S
accident blocks left lane exit lane irving lp 12 walton walker nb approaching grauwyler rd stop,S
accident one center lane getting irving lp 12 walton walker nb approaching grauwyler rd stopp,S
accident irving lp 12 walton walker nb approaching grauwyler rd stop go traffic back union bower rd dfwtraffic,S
motor vehicle accident bonnie view rd l b j serv eb en25 540422 1318 b,S
motor vehicle accident 7500 lancaster rd en46 250300 1228 b,S
accident blocks two right lanes dallas 635 lbj fwy eb approaching 75 central expwy stop go traffic back hillcrest rd,S
motor vehicle accident 7600 l b j fwy eb en22 220042 1208 b,S
motor vehicle accident l b j fwy eb central ramp n en20 220045 1208 b,S
accident cleared dallas 35e nb near hi line dr stop go traffic back woodall rogers frwy delay 3 mins dfwtraffic,S
accident right shoulder arlington 20 wb approaching new york ave stop go traffic back 360 delay 3 mins dfwtraffic,S
motor vehicle accident n stemmons fwy nb hi line dr en04 010017 1158 b,S
accident moved right lane dallas 35e nb near hi line dr stop go traffic back woodall rogers frwy delay 3 mins,S
accident rightcenter lane gets dallas 35e nb near hi line dr stopped traffic back woodall rogers frwy delay 8 mins,S
accident leftcenter far right lanes blocked dallas 35e nb near hi line dr stop go traffic back woodall rogers frwy,S
dont meet people accident always reason lesson blessing fate godsplan,N
accident reported dallas 35e sb ann arbor ave stop go traffic back hwy 67 delay 4 mins dfwtraffic,S
central division responding 7x major accident 3800 blk turtle creek blvd beat 125 1126,S
motor vehicle accident 3800 turtle creek blvd en11 110035 1128 b,S
motor vehicle accident r l thornton fwy sb w ann arbor ave en33 330002 1128 b,S
accidents de la route accidents de la route jurisprudence springfield missouri 65801 hernia de disco lombaire tratamiento alors que vous et votre famille revenez la maison aprs un film vous sentez un succs inattendu sur votre vus vous comprenez,S
accidents sometimes blessings,N
central division responding 07 minor accident n washington ave munger ave beat 154 1013,S
car accidents triple dont see mad toyotahmmmhappy thanksgiving,N
motor vehicle accident n hampton rd leath st en36 360045 1008 b,S
motor vehicle accident 400 w elmore ave en33 330035 0958 b,S
accident cleared dallas 20 wb lancaster rd dfwtraffic,S
motor vehicle accident walton walker blvd exchange service dr en52 520032 0928 b,S
central division responding 07 minor accident n central expy nb n henderson ave beat 143 0920,S
work today insert complaints brace worst get work one part timers came accident said could work shift since shes already literally run store,N
accident blocks two left lanes dallas 20 wb lancaster rd dfwtraffic,S
seth rich ambassador stevens oh punk rich kid drove drunk caused accident tried leave scene,N
motor vehicle accident 35700 l b j fwy wb en54 250287 0828 b,S
motor vehicle accident skillman st walnut hill ln en57 570010 0808 b,S
since twilight anniversary yesterday profound twilight memory owning perfume smelled incredible took school left class accident someone stole pictwittercomgpmd7eueqg,N
accident left lane blocked dallas 635 lbj service rd wb marsh webb chapel rd dfwtraffic,S
jesus christ fix mountain bike accident front wheel came landed flat facei could curled corner hurt xqf4f9o91vymvfee8czeebgcum0utmsourceigtwittershareigshid11p6lvlfa7uu6,N
closed due accident dallas 635 lbj service rd wb marsh webb chapel rd dfwtraffic,S
accident left lane blocked dallas 635 lbj service rd wb marsh dfwtraffic,S
believe found essay writing service accident quote writingservice essaywritingservice pictwittercomtnpscojyij,N
carrollton accident nb 35e round grove getting causing congestion area iamup pictwittercomnsh5p56yoj,S
accident blocks exit ramp dallas 20 wb spur 408 dfwtraffic,S
accident blocks two right lanes exit ramp dallas 20 wb near spur 408 dfwtraffic,S
accident dallas 20 wb near spur 408 dfwtraffic,S
motor vehicle accident l b j fwy wb spur 408 du re271 120772 0508,S
motor vehicle accident l b j serv eb marsh ln en02 200009 0502,S
motor vehicle accident 1120011200 c f hawn fwy eb en09 090861 0438,S
central division responding 7xf major accident freeway n central expy nb n henderson ave beat 143 0410,S
accident exit ramp partially blocked dallas 75 nb fitzhugh dfwtraffic,S
accident exit ramp closed dallas 75 nb fitzhugh dfwtraffic,S
accident two right lanes blocked dallas 75 nb fitzhugh dfwtraffic,S
accident right lane blocked dallas spur 408 sb grady niblo rd dfwtraffic,S
accident left lane getting dallas 35e sb clarendon dfwtraffic,S
motor vehicle accident r l thornton fwy sb w illinois ave en15 330046 0358,S
motor vehicle accident gulden ln singleton blvd en45 450035 0358,S
motor vehicle accident 2300 glengariff dr en39 390717 0358,S
motor vehicle accident n central expy nb smu blvd en08 370008 0358,S
motor vehicle accident l b j fwy eb spur 408 nb du re271 120772 0348,S
motor vehicle accident w kiest blvd spur 408 nb en52 500068 0338,S
motor vehicle accident spur 408 nb l b j fwy eb du re271 120772 0338,S
north central supervisor responding 7x major accident timberglen rd lina st beat 612 0319,S
motor vehicle accident n stemmons fwy sb empire central en43 470089 0328,S
central division responding 7x major accident 800 blk lamar st beat 136 0324,S
central supervisor responding 7x major accident 800 blk lamar st beat 136 0324,S
motor vehicle accident timberglen rd lina st en13 100224 0328,S
motor vehicle accident 800 lamar st en04 180003 0328,S
accident left lane getting dallas hwy 67 sb i35 rl thornton dfwtraffic,S
motor vehicle accident n stemmons fwy sb walnut hill ln en30 470350 0258,S
motor vehicle accident r l thornton fwy sb w saner ave en33 330035 0258,S
motor vehicle accident r l thornton fwy sb marvin love fwy sb en33 330024 0248,S
motor vehicle accident audelia rd royal ln en57 570052 0218,S
motor vehicle accident n stemmons fwy nb john w carpenter fwy nb en01 470050 0158,S
6 injured crash involving tre train tanker truck site fatal accident pictwittercomzmgaozczb1,N
accident right lane blocked dallas 35e nb mockingbird ln dfwtraffic,S
southeast supervisor responding 7x major accident buttercup ln prairie oak dr beat 338 0129,S
motor vehicle accident 401500 clark rd en12 120670 0128,S
motor vehicle accident buttercup ln prairie oak dr en05 510161 0128,S
motor vehicle accident c f hawn fwy ebs prairie creek rd en09 510128 0108,S
central division responding 07 minor accident cole ave elizabeth st beat 125 0054,S
motor vehicle accident clark rdred mesa dr du re271 120641 0058,S
accident two left lanes blocked dallas 35e nb lp 12 walton walker dfwtraffic,S
accident two right lanes blocked dallas 35e nb lp 12 walton walker dfwtraffic,S
motor vehicle accident n stemmons fwy nb royal ln en30 300121 0038,S
accident three right lanes blocked arlington 20 eb collins st stop go traffic back matlock rd delay 4 mins,S
accident three right lanes blocked arlington 20 eb collins st dfwtraffic,S
central division responding 07 minor accident n market st elm st beat 131 0027,S
motor vehicle accident n stemmons fwy nb w northwest hwy en47 430046 0028,S
central division responding 7x major accident 700 blk pacific ave beat 115 0015,S
motor vehicle accident e r l thornton ramp sb stemmons fwy nb en04 180003 0008,S
accident two right lanes blocked dallas dallas n tollway sb mockingbird ln dfwtraffic,S
accident right lane blocked dallas bush tnpke wb frankford rd dfwtraffic,S
accident two left lanes blocked dallas dallas n tollway sb mockingbird ln dfwtraffic,S
accident right lane blocked dallas 75 nb mockingbird ln stop go traffic back mccommas boulevard delay 1 min,S
central division responding 7xf major accident freeway n central expy nb e mockingbird ln beat 125 2325,S
motor vehicle accident marsh ln high meadow dr en02 020047 2328,S
central division responding 7x major accident n st paul st woodall rodgers acrd wb beat 132 2319,S
motor vehicle accident n st paul st woodall rodgers acrd wb en18 180019 2318,S
accident right lane blocked dallas 75 nb mockingbird ln dfwtraffic,S
motor vehicle accident 700 pacific ave en03 030008 2308,S
motor vehicle accident n central expy nb e mockingbird ln en08 370004 2308,S
almost got million accidents today pretty fuckin lit,N
motor vehicle accident audelia rd skillman st en57 570086 2218,S
central division responding 7x major accident harwood st commerce st beat 134 2201,S
motor vehicle accident 200200 harwood st en04 180016 2158,S
speak probably die accident,N
beautiful accident,N
motor vehicle accident abrams rd walnut hill ln en28 280003 2118,S
please drive safely thanksgiving eve medstar busy responding accidents,N
motor vehicle accident churchill way coit rd en22 220036 2048,S
central division responding 07 minor accident elm st n good latimer expy beat 153 2018,S
motor vehicle accident preston rd l b j serv eb en20 200036 2018,S
motor vehicle accident lombardy ln webb chapel ext en43 430066 2018,S
central division responding 7x major accident 5400 blk anita st beat 141 2008,S
motor vehicle accident 8500 torreon st en34 340085 2008,S
motor vehicle accident 5400 anita st en17 170044 2008,S
motor vehicle accident c f hawn acrd n bruton rd en44 340122 2008,S
central division responding 07 minor accident n fitzhugh ave travis st beat 125 1947,S
found teamate duo carry best friend 3 years passed away freak accident im loss words im crying,N
accident dallas 635 lbj fwy eb dallas n tollway stop go traffic back marsh ln delay 7 mins dfwtraffic,S
